fir_id,fir_number,crime_type,ipc_sections,station_id,district,occurred_at,reported_at,hour_of_day,status,modus_operandi,latitude,longitude
F3115,3115,Online fraud,"IT Act 66C, 66D; IPC 420",ST00047,Hubballi,2026-01-11T15:46:00,2026-01-12T13:46:00,15,Under investigation,OTP scam,15.34578,75.11141
F3116,3116,Online fraud,"IT Act 66C, 66D; IPC 420",ST00013,BTM,2026-06-04T16:02:00,2026-06-05T11:02:00,16,Under investigation,fake KYC call,12.91396,77.58596
F3117,3117,Cheating,IPC 420,ST00010,BTM,2026-06-09T13:20:00,2026-06-10T03:20:00,13,Charge-sheeted,fake job offer,12.93104,77.63217
F3118,3118,Online fraud,"IT Act 66C, 66D; IPC 420",ST00051,Belagavi,2026-02-17T14:52:00,2026-02-17T22:52:00,14,Open,OTP scam,15.85672,74.50223
F3119,3119,Online fraud,"IT Act 66C, 66D; IPC 420",ST00029,Yelahanka,2026-06-20T14:50:00,2026-06-21T04:50:00,14,Charge-sheeted,OTP scam,13.09768,77.56351
F3120,3120,House break-in,"IPC 457, 380",ST00014,Rajajinagar,2026-06-20T00:23:00,2026-06-21T07:23:00,0,Under investigation,rear-window entry,12.99139,77.54169
F3121,3121,Vehicle theft,IPC 379,ST00008,Jayanagar,2026-03-21T00:21:00,2026-03-21T11:21:00,0,Under investigation,duplicate-key theft,12.95183,77.60373
F3122,3122,Chain snatching,"IPC 379, 356",ST00004,BLR South,2026-02-08T22:01:00,2026-02-10T05:01:00,22,Open,2-wheeler snatch,12.92255,77.59538
F3123,3123,Cheating,IPC 420,ST00010,BTM,2026-02-23T14:52:00,2026-02-25T00:52:00,14,Under investigation,investment scam,12.91694,77.61949
F3124,3124,House break-in,"IPC 457, 380",ST00035,Mysuru,2026-04-22T04:56:00,2026-04-22T23:56:00,4,Charge-sheeted,lock tampering,12.30631,76.6702
F3125,3125,House break-in,"IPC 457, 380",ST00032,Electronic City,2026-05-13T03:50:00,2026-05-14T00:50:00,3,Open,daytime recce break,12.85948,77.68972
F3126,3126,Assault,"IPC 323, 324",ST00028,Yelahanka,2026-06-09T22:43:00,2026-06-10T07:43:00,22,Open,domestic dispute,13.07807,77.55697
F3127,3127,Chain snatching,"IPC 379, 356",ST00016,Rajajinagar,2026-06-19T18:58:00,2026-06-20T11:58:00,18,Charge-sheeted,2-wheeler snatch,12.9932,77.5781
F3128,3128,Assault,"IPC 323, 324",ST00007,Jayanagar,2026-04-07T16:16:00,2026-04-08T21:16:00,16,Under investigation,domestic dispute,12.90675,77.56334
F3129,3129,Vehicle theft,IPC 379,ST00006,Jayanagar,2026-01-14T03:41:00,2026-01-15T09:41:00,3,Under investigation,duplicate-key theft,12.91621,77.55116
F3130,3130,Vehicle theft,IPC 379,ST00033,Electronic City,2026-01-14T02:10:00,2026-01-14T16:10:00,2,Charge-sheeted,lock-break theft,12.8121,77.678
F3131,3131,Mobile theft,IPC 379,ST00003,BLR South,2026-04-23T11:18:00,2026-04-24T18:18:00,11,Under investigation,crowd pickpocket,12.87969,77.55699
F3132,3132,Chain snatching,"IPC 379, 356",ST00029,Yelahanka,2026-05-31T18:48:00,2026-06-01T09:48:00,18,Under investigation,evening market snatch,13.09364,77.57544
F3133,3133,Mobile theft,IPC 379,ST00009,BTM,2026-02-09T11:00:00,2026-02-10T23:00:00,11,Under investigation,bus snatch,12.89792,77.60484
F3134,3134,Vehicle theft,IPC 379,ST00028,Yelahanka,2026-01-06T04:37:00,2026-01-06T05:37:00,4,Charge-sheeted,duplicate-key theft,13.08783,77.56641
F3135,3135,Chain snatching,"IPC 379, 356",ST00018,Whitefield,2026-03-04T20:25:00,2026-03-05T09:25:00,20,Open,evening market snatch,12.94912,77.78122
F3136,3136,Cheating,IPC 420,ST00004,BLR South,2026-01-12T09:02:00,2026-01-13T17:02:00,9,Open,investment scam,12.90566,77.59852
F3137,3137,Online fraud,"IT Act 66C, 66D; IPC 420",ST00048,Hubballi,2026-03-21T15:12:00,2026-03-23T03:12:00,15,Open,UPI request fraud,15.34606,75.1287
F3138,3138,Assault,"IPC 323, 324",ST00033,Electronic City,2026-03-19T21:47:00,2026-03-20T14:47:00,21,Charge-sheeted,domestic dispute,12.81222,77.67512
F3139,3139,Mobile theft,IPC 379,ST00014,Rajajinagar,2026-03-06T20:46:00,2026-03-08T05:46:00,20,Under investigation,crowd pickpocket,12.99042,77.53887
F3140,3140,Assault,"IPC 323, 324",ST00009,BTM,2026-03-22T16:50:00,2026-03-22T17:50:00,16,Under investigation,street altercation,12.88896,77.60699
F3141,3141,Cheating,IPC 420,ST00028,Yelahanka,2026-05-04T13:23:00,2026-05-04T21:23:00,13,Under investigation,investment scam,13.08249,77.55779
F3142,3142,Assault,"IPC 323, 324",ST00029,Yelahanka,2026-03-21T22:28:00,2026-03-23T06:28:00,22,Charge-sheeted,domestic dispute,13.10938,77.57142
F3143,3143,Mobile theft,IPC 379,ST00021,Whitefield,2026-04-11T16:35:00,2026-04-12T01:35:00,16,Open,shop-counter lift,12.98957,77.74255
F3144,3144,Burglary,"IPC 454, 457",ST00007,Jayanagar,2026-04-04T04:18:00,2026-04-05T15:18:00,4,Under investigation,ATM tamper,12.89825,77.55697
F3145,3145,Chain snatching,"IPC 379, 356",ST00004,BLR South,2026-01-20T22:44:00,2026-01-21T22:44:00,22,Under investigation,pillion-rider grab,12.92148,77.59636
F3146,3146,Cheating,IPC 420,ST00018,Whitefield,2026-01-16T16:51:00,2026-01-17T01:51:00,16,Open,investment scam,12.9467,77.76732
F3147,3147,House break-in,"IPC 457, 380",ST00015,Rajajinagar,2026-03-03T00:57:00,2026-03-03T07:57:00,0,Charge-sheeted,daytime recce break,12.97146,77.56595
F3148,3148,Vehicle theft,IPC 379,ST00011,BTM,2026-04-02T03:36:00,2026-04-02T10:36:00,3,Open,duplicate-key theft,12.93024,77.64128
F3149,3149,Chain snatching,"IPC 379, 356",ST00038,Mysuru,2026-01-23T20:15:00,2026-01-24T19:15:00,20,Charge-sheeted,pillion-rider grab,12.33226,76.64573
F3150,3150,House break-in,"IPC 457, 380",ST00051,Belagavi,2026-05-18T02:42:00,2026-05-18T07:42:00,2,Under investigation,daytime recce break,15.8676,74.49898
F3151,3151,House break-in,"IPC 457, 380",ST00008,Jayanagar,2026-04-21T03:16:00,2026-04-21T23:16:00,3,Under investigation,lock tampering,12.9525,77.58714
F3152,3152,Assault,"IPC 323, 324",ST00007,Jayanagar,2026-06-01T22:12:00,2026-06-03T05:12:00,22,Under investigation,domestic dispute,12.91329,77.54677
F3153,3153,Online fraud,"IT Act 66C, 66D; IPC 420",ST00042,Mangaluru,2026-06-23T09:53:00,2026-06-23T22:53:00,9,Under investigation,UPI request fraud,12.90993,74.83873
F3154,3154,Online fraud,"IT Act 66C, 66D; IPC 420",ST00027,Yelahanka,2026-03-20T15:17:00,2026-03-21T03:17:00,15,Open,OTP scam,13.11393,77.57891
F3155,3155,House break-in,"IPC 457, 380",ST00019,Whitefield,2026-02-03T02:08:00,2026-02-03T18:08:00,2,Under investigation,rear-window entry,12.98842,77.73403
F3156,3156,Cheating,IPC 420,ST00018,Whitefield,2026-06-22T11:57:00,2026-06-22T15:57:00,11,Open,investment scam,12.95324,77.77036
F3157,3157,Cheating,IPC 420,ST00015,Rajajinagar,2026-02-17T18:03:00,2026-02-19T00:03:00,18,Open,investment scam,12.9716,77.57157
F3158,3158,Online fraud,"IT Act 66C, 66D; IPC 420",ST00010,BTM,2026-06-23T12:44:00,2026-06-23T21:44:00,12,Under investigation,fake KYC call,12.92413,77.62513
F3159,3159,Mobile theft,IPC 379,ST00032,Electronic City,2026-05-02T16:21:00,2026-05-03T12:21:00,16,Under investigation,crowd pickpocket,12.85848,77.68865
F3160,3160,Online fraud,"IT Act 66C, 66D; IPC 420",ST00041,Mangaluru,2026-05-28T11:55:00,2026-05-29T05:55:00,11,Open,UPI request fraud,12.87506,74.82466
F3161,3161,Assault,"IPC 323, 324",ST00015,Rajajinagar,2026-05-26T18:27:00,2026-05-28T01:27:00,18,Under investigation,domestic dispute,12.97699,77.57778
F3162,3162,Online fraud,"IT Act 66C, 66D; IPC 420",ST00040,Mangaluru,2026-02-26T10:58:00,2026-02-26T18:58:00,10,Open,fake KYC call,12.87736,74.86732
F3163,3163,Cheating,IPC 420,ST00008,Jayanagar,2026-01-23T11:43:00,2026-01-23T23:43:00,11,Open,advance-fee fraud,12.94626,77.59685
F3164,3164,Assault,"IPC 323, 324",ST00017,Rajajinagar,2026-03-06T20:25:00,2026-03-07T15:25:00,20,Open,street altercation,13.01428,77.56957
F3165,3165,Burglary,"IPC 454, 457",ST00049,Belagavi,2026-06-11T05:29:00,2026-06-11T15:29:00,5,Open,godown break-in,15.83467,74.48499
F3166,3166,Assault,"IPC 323, 324",ST00034,Electronic City,2026-03-23T17:30:00,2026-03-23T21:30:00,17,Under investigation,street altercation,12.84768,77.68397
F3167,3167,Chain snatching,"IPC 379, 356",ST00011,BTM,2026-05-12T21:55:00,2026-05-14T04:55:00,21,Charge-sheeted,pillion-rider grab,12.93205,77.6365
F3168,3168,Online fraud,"IT Act 66C, 66D; IPC 420",ST00016,Rajajinagar,2026-03-12T12:40:00,2026-03-13T03:40:00,12,Open,fake KYC call,13.00748,77.56764
F3169,3169,Chain snatching,"IPC 379, 356",ST00021,Whitefield,2026-02-21T21:07:00,2026-02-22T18:07:00,21,Under investigation,pillion-rider grab,12.99428,77.75084
F3170,3170,Online fraud,"IT Act 66C, 66D; IPC 420",ST00026,KR Puram,2026-04-03T14:26:00,2026-04-04T17:26:00,14,Open,UPI request fraud,13.03669,77.72002
F3171,3171,Mobile theft,IPC 379,ST00046,Hubballi,2026-01-23T13:36:00,2026-01-24T01:36:00,13,Charge-sheeted,crowd pickpocket,15.35454,75.13839
F3172,3172,Mobile theft,IPC 379,ST00027,Yelahanka,2026-03-11T13:18:00,2026-03-12T17:18:00,13,Open,crowd pickpocket,13.10982,77.58734
F3173,3173,Chain snatching,"IPC 379, 356",ST00016,Rajajinagar,2026-06-13T19:19:00,2026-06-14T05:19:00,19,Open,evening market snatch,12.99847,77.56231
F3174,3174,Chain snatching,"IPC 379, 356",ST00029,Yelahanka,2026-06-15T20:37:00,2026-06-16T09:37:00,20,Under investigation,evening market snatch,13.09982,77.57506
F3175,3175,Mobile theft,IPC 379,ST00040,Mangaluru,2026-01-13T13:32:00,2026-01-14T09:32:00,13,Open,bus snatch,12.89004,74.87002
F3176,3176,Online fraud,"IT Act 66C, 66D; IPC 420",ST00042,Mangaluru,2026-02-23T17:26:00,2026-02-24T04:26:00,17,Charge-sheeted,UPI request fraud,12.90797,74.85129
F3177,3177,Mobile theft,IPC 379,ST00043,Mangaluru,2026-02-17T20:24:00,2026-02-18T06:24:00,20,Open,crowd pickpocket,12.9089,74.87809
F3178,3178,Assault,"IPC 323, 324",ST00041,Mangaluru,2026-05-02T20:46:00,2026-05-04T02:46:00,20,Open,domestic dispute,12.88764,74.82695
F3179,3179,Burglary,"IPC 454, 457",ST00021,Whitefield,2026-01-23T03:03:00,2026-01-24T12:03:00,3,Open,ATM tamper,12.9911,77.74343
F3180,3180,Vehicle theft,IPC 379,ST00018,Whitefield,2026-03-04T23:59:00,2026-03-05T23:59:00,23,Open,duplicate-key theft,12.95509,77.77305
F3181,3181,Burglary,"IPC 454, 457",ST00015,Rajajinagar,2026-01-26T04:15:00,2026-01-26T06:15:00,4,Open,ATM tamper,12.98102,77.57088
F3182,3182,Mobile theft,IPC 379,ST00014,Rajajinagar,2026-01-24T13:56:00,2026-01-25T00:56:00,13,Charge-sheeted,crowd pickpocket,12.98359,77.52899
F3183,3183,Vehicle theft,IPC 379,ST00007,Jayanagar,2026-02-08T01:04:00,2026-02-08T17:04:00,1,Under investigation,duplicate-key theft,12.9083,77.55951
F3184,3184,Chain snatching,"IPC 379, 356",ST00008,Jayanagar,2026-06-02T19:30:00,2026-06-02T22:30:00,19,Under investigation,2-wheeler snatch,12.95088,77.59587
F3185,3185,House break-in,"IPC 457, 380",ST00049,Belagavi,2026-01-02T05:00:00,2026-01-02T12:00:00,5,Under investigation,daytime recce break,15.84666,74.48996
F3186,3186,Chain snatching,"IPC 379, 356",ST00020,Whitefield,2026-05-16T19:16:00,2026-05-18T04:16:00,19,Charge-sheeted,pillion-rider grab,12.94816,77.74306
F3187,3187,Chain snatching,"IPC 379, 356",ST00045,Hubballi,2026-06-26T18:28:00,2026-06-27T03:28:00,18,Under investigation,evening market snatch,15.34517,75.12398
F3188,3188,Online fraud,"IT Act 66C, 66D; IPC 420",ST00005,BLR South,2026-02-21T18:40:00,2026-02-22T02:40:00,18,Open,OTP scam,12.88658,77.59297
F3189,3189,Vehicle theft,IPC 379,ST00047,Hubballi,2026-02-17T03:28:00,2026-02-17T14:28:00,3,Open,parking-lot lift,15.36154,75.11804
F3190,3190,Vehicle theft,IPC 379,ST00036,Mysuru,2026-02-12T23:31:00,2026-02-13T01:31:00,23,Open,lock-break theft,12.29968,76.65651
F3191,3191,Chain snatching,"IPC 379, 356",ST00040,Mangaluru,2026-02-15T20:06:00,2026-02-16T09:06:00,20,Under investigation,pillion-rider grab,12.88551,74.87112
F3192,3192,Vehicle theft,IPC 379,ST00032,Electronic City,2026-02-23T00:54:00,2026-02-23T19:54:00,0,Charge-sheeted,lock-break theft,12.85994,77.67385
F3193,3193,Mobile theft,IPC 379,ST00022,KR Puram,2026-05-16T16:32:00,2026-05-17T03:32:00,16,Under investigation,bus snatch,12.99174,77.71878
F3194,3194,Mobile theft,IPC 379,ST00049,Belagavi,2026-05-24T14:46:00,2026-05-24T16:46:00,14,Under investigation,bus snatch,15.83216,74.48087
F3195,3195,Assault,"IPC 323, 324",ST00007,Jayanagar,2026-02-11T23:10:00,2026-02-13T04:10:00,23,Open,domestic dispute,12.89831,77.54955
F3196,3196,Chain snatching,"IPC 379, 356",ST00009,BTM,2026-02-19T21:01:00,2026-02-20T10:01:00,21,Under investigation,evening market snatch,12.88535,77.60531
F3197,3197,Chain snatching,"IPC 379, 356",ST00032,Electronic City,2026-05-02T18:46:00,2026-05-04T00:46:00,18,Open,pillion-rider grab,12.85815,77.67693
F3198,3198,Chain snatching,"IPC 379, 356",ST00018,Whitefield,2026-04-25T22:42:00,2026-04-26T00:42:00,22,Open,pillion-rider grab,12.95352,77.76817
F3199,3199,Burglary,"IPC 454, 457",ST00020,Whitefield,2026-06-28T05:31:00,2026-06-29T07:31:00,5,Under investigation,godown break-in,12.96393,77.73649
F3200,3200,House break-in,"IPC 457, 380",ST00007,Jayanagar,2026-04-19T00:21:00,2026-04-20T07:21:00,0,Charge-sheeted,lock tampering,12.91073,77.5466
F3201,3201,Vehicle theft,IPC 379,ST00016,Rajajinagar,2026-04-26T01:55:00,2026-04-27T06:55:00,1,Under investigation,lock-break theft,12.99753,77.56436
F3202,3202,House break-in,"IPC 457, 380",ST00039,Mysuru,2026-05-23T01:50:00,2026-05-24T01:50:00,1,Under investigation,lock tampering,12.26733,76.62043
F3203,3203,Online fraud,"IT Act 66C, 66D; IPC 420",ST00045,Hubballi,2026-02-11T13:57:00,2026-02-11T15:57:00,13,Charge-sheeted,UPI request fraud,15.33067,75.11592
F3204,3204,Mobile theft,IPC 379,ST00037,Mysuru,2026-03-10T18:43:00,2026-03-11T10:43:00,18,Under investigation,crowd pickpocket,12.30916,76.64912
F3205,3205,Mobile theft,IPC 379,ST00012,BTM,2026-03-05T14:55:00,2026-03-06T06:55:00,14,Charge-sheeted,crowd pickpocket,12.92159,77.60982
F3206,3206,Vehicle theft,IPC 379,ST00009,BTM,2026-04-06T01:44:00,2026-04-06T18:44:00,1,Charge-sheeted,duplicate-key theft,12.88827,77.60506
F3207,3207,Chain snatching,"IPC 379, 356",ST00030,Electronic City,2026-03-14T20:17:00,2026-03-15T20:17:00,20,Under investigation,2-wheeler snatch,12.82397,77.68343
F3208,3208,Assault,"IPC 323, 324",ST00020,Whitefield,2026-05-26T20:30:00,2026-05-27T07:30:00,20,Under investigation,street altercation,12.95853,77.73543
F3209,3209,Chain snatching,"IPC 379, 356",ST00040,Mangaluru,2026-02-01T21:17:00,2026-02-02T09:17:00,21,Charge-sheeted,evening market snatch,12.87818,74.86603
F3210,3210,Chain snatching,"IPC 379, 356",ST00017,Rajajinagar,2026-04-06T18:36:00,2026-04-07T18:36:00,18,Open,2-wheeler snatch,13.00053,77.56462
F3211,3211,Assault,"IPC 323, 324",ST00034,Electronic City,2026-02-15T19:57:00,2026-02-15T23:57:00,19,Open,bar brawl,12.86017,77.68011
F3212,3212,Chain snatching,"IPC 379, 356",ST00028,Yelahanka,2026-03-03T22:30:00,2026-03-04T23:30:00,22,Charge-sheeted,pillion-rider grab,13.0736,77.55114
F3213,3213,Online fraud,"IT Act 66C, 66D; IPC 420",ST00043,Mangaluru,2026-01-30T15:01:00,2026-01-31T18:01:00,15,Open,fake KYC call,12.92061,74.87554
F3214,3214,Online fraud,"IT Act 66C, 66D; IPC 420",ST00004,BLR South,2026-03-28T10:27:00,2026-03-29T04:27:00,10,Open,fake KYC call,12.9153,77.59501
F3215,3215,Assault,"IPC 323, 324",ST00002,BLR South,2026-05-04T22:35:00,2026-05-06T07:35:00,22,Charge-sheeted,domestic dispute,12.91327,77.62204
F3216,3216,House break-in,"IPC 457, 380",ST00011,BTM,2026-01-10T03:39:00,2026-01-11T04:39:00,3,Under investigation,daytime recce break,12.94143,77.63816
F3217,3217,Vehicle theft,IPC 379,ST00004,BLR South,2026-02-27T01:10:00,2026-02-28T12:10:00,1,Charge-sheeted,lock-break theft,12.91804,77.60004
F3218,3218,House break-in,"IPC 457, 380",ST00032,Electronic City,2026-06-18T03:44:00,2026-06-18T17:44:00,3,Charge-sheeted,lock tampering,12.86677,77.68208
F3219,3219,House break-in,"IPC 457, 380",ST00046,Hubballi,2026-04-10T00:27:00,2026-04-11T07:27:00,0,Open,daytime recce break,15.35001,75.13112
F3220,3220,Cheating,IPC 420,ST00014,Rajajinagar,2026-03-02T15:51:00,2026-03-02T17:51:00,15,Charge-sheeted,advance-fee fraud,12.98916,77.53572
F3221,3221,Mobile theft,IPC 379,ST00024,KR Puram,2026-06-23T17:58:00,2026-06-23T19:58:00,17,Charge-sheeted,bus snatch,13.01456,77.71346
F3222,3222,Online fraud,"IT Act 66C, 66D; IPC 420",ST00028,Yelahanka,2026-06-17T10:58:00,2026-06-18T20:58:00,10,Open,OTP scam,13.08658,77.55709
F3223,3223,Vehicle theft,IPC 379,ST00011,BTM,2026-06-14T03:30:00,2026-06-15T01:30:00,3,Open,duplicate-key theft,12.94083,77.63746
F3224,3224,Vehicle theft,IPC 379,ST00020,Whitefield,2026-02-09T01:04:00,2026-02-09T12:04:00,1,Charge-sheeted,parking-lot lift,12.95691,77.73061
F3225,3225,Cheating,IPC 420,ST00010,BTM,2026-05-03T11:48:00,2026-05-04T05:48:00,11,Under investigation,investment scam,12.9212,77.61551
F3226,3226,House break-in,"IPC 457, 380",ST00002,BLR South,2026-01-16T04:42:00,2026-01-17T02:42:00,4,Open,lock tampering,12.91062,77.61474
F3227,3227,House break-in,"IPC 457, 380",ST00025,KR Puram,2026-03-23T05:53:00,2026-03-24T16:53:00,5,Open,daytime recce break,13.00295,77.69926
F3228,3228,Mobile theft,IPC 379,ST00019,Whitefield,2026-04-22T11:10:00,2026-04-23T05:10:00,11,Open,bus snatch,12.97214,77.7417
F3229,3229,Mobile theft,IPC 379,ST00031,Electronic City,2026-04-25T13:33:00,2026-04-26T14:33:00,13,Charge-sheeted,shop-counter lift,12.8538,77.65309
F3230,3230,Online fraud,"IT Act 66C, 66D; IPC 420",ST00030,Electronic City,2026-04-09T12:15:00,2026-04-10T03:15:00,12,Open,fake KYC call,12.81501,77.66749
F3231,3231,Online fraud,"IT Act 66C, 66D; IPC 420",ST00014,Rajajinagar,2026-02-26T17:58:00,2026-02-28T04:58:00,17,Open,OTP scam,12.99573,77.52603
F3232,3232,Mobile theft,IPC 379,ST00033,Electronic City,2026-04-27T17:54:00,2026-04-28T15:54:00,17,Under investigation,bus snatch,12.81103,77.67982
F3233,3233,Mobile theft,IPC 379,ST00042,Mangaluru,2026-06-28T16:12:00,2026-06-29T00:12:00,16,Open,crowd pickpocket,12.90364,74.8492
F3234,3234,Online fraud,"IT Act 66C, 66D; IPC 420",ST00014,Rajajinagar,2026-02-22T10:43:00,2026-02-23T06:43:00,10,Charge-sheeted,UPI request fraud,12.98835,77.53962
F3235,3235,Chain snatching,"IPC 379, 356",ST00032,Electronic City,2026-01-28T18:40:00,2026-01-29T14:40:00,18,Open,evening market snatch,12.86227,77.67304
F3236,3236,Vehicle theft,IPC 379,ST00012,BTM,2026-06-28T01:29:00,2026-06-28T05:29:00,1,Open,duplicate-key theft,12.90388,77.60854
F3237,3237,Chain snatching,"IPC 379, 356",ST00050,Belagavi,2026-05-10T21:13:00,2026-05-12T03:13:00,21,Under investigation,2-wheeler snatch,15.86596,74.51497
F3238,3238,Assault,"IPC 323, 324",ST00051,Belagavi,2026-03-18T17:22:00,2026-03-19T18:22:00,17,Under investigation,bar brawl,15.86163,74.49378
F3239,3239,Online fraud,"IT Act 66C, 66D; IPC 420",ST00020,Whitefield,2026-04-21T14:49:00,2026-04-22T00:49:00,14,Open,UPI request fraud,12.94601,77.72996
F3240,3240,Mobile theft,IPC 379,ST00021,Whitefield,2026-01-03T20:32:00,2026-01-05T03:32:00,20,Under investigation,shop-counter lift,12.98857,77.751
F3241,3241,Chain snatching,"IPC 379, 356",ST00041,Mangaluru,2026-04-19T20:09:00,2026-04-19T23:09:00,20,Under investigation,evening market snatch,12.88799,74.82303
F3242,3242,Vehicle theft,IPC 379,ST00027,Yelahanka,2026-06-22T03:06:00,2026-06-22T10:06:00,3,Open,duplicate-key theft,13.10637,77.58016
F3243,3243,Vehicle theft,IPC 379,ST00023,KR Puram,2026-05-05T23:18:00,2026-05-06T11:18:00,23,Under investigation,parking-lot lift,12.98388,77.67031
F3244,3244,Chain snatching,"IPC 379, 356",ST00022,KR Puram,2026-04-19T22:33:00,2026-04-20T03:33:00,22,Open,evening market snatch,12.98252,77.7237
F3245,3245,Mobile theft,IPC 379,ST00042,Mangaluru,2026-01-12T17:15:00,2026-01-13T09:15:00,17,Open,bus snatch,12.91363,74.84354
F3246,3246,Burglary,"IPC 454, 457",ST00010,BTM,2026-03-08T00:59:00,2026-03-09T09:59:00,0,Open,godown break-in,12.92678,77.61362
F3247,3247,Mobile theft,IPC 379,ST00050,Belagavi,2026-05-23T17:56:00,2026-05-25T01:56:00,17,Under investigation,shop-counter lift,15.86811,74.52643
F3248,3248,Burglary,"IPC 454, 457",ST00003,BLR South,2026-02-11T00:40:00,2026-02-11T17:40:00,0,Under investigation,godown break-in,12.88332,77.57224
F3249,3249,Vehicle theft,IPC 379,ST00006,Jayanagar,2026-05-04T04:25:00,2026-05-04T05:25:00,4,Open,duplicate-key theft,12.9145,77.55149
F3250,3250,Online fraud,"IT Act 66C, 66D; IPC 420",ST00037,Mysuru,2026-06-20T15:14:00,2026-06-20T16:14:00,15,Open,OTP scam,12.30626,76.63418
F3251,3251,Mobile theft,IPC 379,ST00025,KR Puram,2026-06-08T13:18:00,2026-06-09T23:18:00,13,Open,crowd pickpocket,12.98313,77.69171
F3252,3252,Chain snatching,"IPC 379, 356",ST00014,Rajajinagar,2026-02-25T22:19:00,2026-02-26T10:19:00,22,Under investigation,pillion-rider grab,12.99935,77.54443
F3253,3253,Cheating,IPC 420,ST00027,Yelahanka,2026-01-30T11:32:00,2026-01-30T12:32:00,11,Charge-sheeted,advance-fee fraud,13.10619,77.58727
F3254,3254,Mobile theft,IPC 379,ST00009,BTM,2026-05-24T12:12:00,2026-05-24T19:12:00,12,Open,crowd pickpocket,12.89478,77.58916
F3255,3255,Mobile theft,IPC 379,ST00027,Yelahanka,2026-04-11T20:46:00,2026-04-12T16:46:00,20,Under investigation,shop-counter lift,13.10759,77.57534
F3256,3256,Vehicle theft,IPC 379,ST00015,Rajajinagar,2026-06-25T00:39:00,2026-06-25T12:39:00,0,Under investigation,parking-lot lift,12.97176,77.58538
F3257,3257,Online fraud,"IT Act 66C, 66D; IPC 420",ST00008,Jayanagar,2026-02-21T13:45:00,2026-02-22T11:45:00,13,Open,UPI request fraud,12.94739,77.59755
F3258,3258,Mobile theft,IPC 379,ST00038,Mysuru,2026-05-23T12:29:00,2026-05-23T21:29:00,12,Under investigation,bus snatch,12.32058,76.64277
F3259,3259,Cheating,IPC 420,ST00044,Mangaluru,2026-03-02T11:32:00,2026-03-02T12:32:00,11,Charge-sheeted,fake job offer,12.89114,74.85391
F3260,3260,Mobile theft,IPC 379,ST00025,KR Puram,2026-04-16T19:08:00,2026-04-17T06:08:00,19,Charge-sheeted,shop-counter lift,13.00202,77.70077
F3261,3261,Burglary,"IPC 454, 457",ST00045,Hubballi,2026-02-03T04:19:00,2026-02-03T21:19:00,4,Under investigation,godown break-in,15.32961,75.12291
F3262,3262,Chain snatching,"IPC 379, 356",ST00017,Rajajinagar,2026-03-29T18:21:00,2026-03-29T21:21:00,18,Under investigation,evening market snatch,13.01633,77.57225
F3263,3263,Burglary,"IPC 454, 457",ST00041,Mangaluru,2026-04-09T00:59:00,2026-04-09T19:59:00,0,Open,ATM tamper,12.88323,74.83018
F3264,3264,House break-in,"IPC 457, 380",ST00031,Electronic City,2026-01-01T00:08:00,2026-01-01T15:08:00,0,Charge-sheeted,daytime recce break,12.84023,77.66812
F3265,3265,House break-in,"IPC 457, 380",ST00028,Yelahanka,2026-05-03T03:14:00,2026-05-03T14:14:00,3,Charge-sheeted,rear-window entry,13.08243,77.55466
F3266,3266,Mobile theft,IPC 379,ST00008,Jayanagar,2026-06-11T16:00:00,2026-06-12T18:00:00,16,Under investigation,bus snatch,12.94824,77.58952
F3267,3267,Cheating,IPC 420,ST00015,Rajajinagar,2026-01-20T18:16:00,2026-01-20T19:16:00,18,Under investigation,advance-fee fraud,12.98609,77.57093
F3268,3268,Vehicle theft,IPC 379,ST00045,Hubballi,2026-04-01T03:32:00,2026-04-02T14:32:00,3,Open,lock-break theft,15.33243,75.12548
F3269,3269,Mobile theft,IPC 379,ST00024,KR Puram,2026-05-07T11:57:00,2026-05-07T14:57:00,11,Under investigation,shop-counter lift,12.99868,77.6978
F3270,3270,Cheating,IPC 420,ST00049,Belagavi,2026-01-11T18:04:00,2026-01-11T22:04:00,18,Charge-sheeted,fake job offer,15.83572,74.48537
F3271,3271,Online fraud,"IT Act 66C, 66D; IPC 420",ST00019,Whitefield,2026-04-13T18:14:00,2026-04-13T21:14:00,18,Under investigation,fake KYC call,12.97142,77.73589
F3272,3272,Chain snatching,"IPC 379, 356",ST00003,BLR South,2026-03-17T22:59:00,2026-03-18T15:59:00,22,Under investigation,evening market snatch,12.87541,77.56823
F3273,3273,Online fraud,"IT Act 66C, 66D; IPC 420",ST00049,Belagavi,2026-05-28T18:10:00,2026-05-29T13:10:00,18,Open,OTP scam,15.83298,74.48396
F3274,3274,Cheating,IPC 420,ST00010,BTM,2026-05-23T16:45:00,2026-05-24T19:45:00,16,Charge-sheeted,investment scam,12.93169,77.613
F3275,3275,Vehicle theft,IPC 379,ST00006,Jayanagar,2026-03-21T01:41:00,2026-03-22T08:41:00,1,Under investigation,parking-lot lift,12.91964,77.55513
F3276,3276,Online fraud,"IT Act 66C, 66D; IPC 420",ST00041,Mangaluru,2026-06-12T16:55:00,2026-06-12T17:55:00,16,Open,fake KYC call,12.87889,74.82522
F3277,3277,Chain snatching,"IPC 379, 356",ST00014,Rajajinagar,2026-01-20T21:32:00,2026-01-21T01:32:00,21,Open,pillion-rider grab,12.99017,77.53374
