link_id,fir_id,person_id,role
CP01706,F2865,P02791,accused
CP01707,F2866,P00126,complainant
CP01708,F2866,P01664,victim
CP01709,F2867,P00764,complainant
CP01710,F2867,P01332,victim
CP01711,F2867,P02837,accused
CP01712,F2867,P00580,accused
CP01713,F2868,P00099,complainant
CP01714,F2868,P02128,accused
CP01715,F2868,P00677,accused
CP01716,F2869,P00986,complainant
CP01717,F2869,P00134,victim
CP01718,F2870,P00362,complainant
CP01719,F2870,P01640,victim
CP01720,F2871,P00455,complainant
CP01721,F2871,P01104,victim
CP01722,F2872,P00128,complainant
CP01723,F2872,P00312,accused
CP01724,F2872,P00366,accused
CP01725,F2873,P01632,complainant
CP01726,F2873,P01011,victim
CP01727,F2874,P01151,complainant
CP01728,F2874,P01451,accused
CP01729,F2875,P02034,complainant
CP01730,F2875,P00904,victim
CP01731,F2875,P01542,accused
CP01732,F2875,P02405,accused
CP01733,F2876,P00227,complainant
CP01734,F2877,P00775,complainant
CP01735,F2877,P02840,victim
CP01736,F2877,P00079,accused
CP01737,F2878,P02707,complainant
CP01738,F2878,P02908,victim
CP01739,F2879,P02854,complainant
CP01740,F2879,P02849,victim
CP01741,F2879,P01449,accused
CP01742,F2880,P02943,complainant
CP01743,F2880,P01831,accused
CP01744,F2881,P00665,complainant
CP01745,F2881,P03000,victim
CP01746,F2881,P01993,accused
CP01747,F2882,P01163,complainant
CP01748,F2882,P01384,victim
CP01749,F2882,P00307,accused
CP01750,F2883,P01005,complainant
CP01751,F2883,P01437,victim
CP01752,F2883,P02220,accused
CP01753,F2884,P01335,complainant
CP01754,F2884,P02611,victim
CP01755,F2884,P02913,accused
CP01756,F2885,P02138,complainant
CP01757,F2885,P01138,victim
CP01758,F2886,P02661,complainant
CP01759,F2886,P00423,victim
CP01760,F2886,P02068,accused
CP01761,F2886,P00988,accused
CP01762,F2887,P02036,complainant
CP01763,F2887,P01198,accused
CP01764,F2888,P00707,complainant
CP01765,F2888,P00389,victim
CP01766,F2889,P01663,complainant
CP01767,F2889,P00080,victim
CP01768,F2890,P00548,complainant
CP01769,F2890,P00005,accused
CP01770,F2891,P02162,complainant
CP01771,F2891,P01708,victim
CP01772,F2891,P02888,accused
CP01773,F2891,P01781,accused
CP01774,F2892,P02433,complainant
CP01775,F2892,P02848,victim
CP01776,F2892,P02015,accused
CP01777,F2893,P01394,complainant
CP01778,F2893,P01809,victim
CP01779,F2894,P01434,complainant
CP01780,F2894,P00166,victim
CP01781,F2895,P01048,complainant
CP01782,F2895,P01521,victim
CP01783,F2895,P00913,accused
CP01784,F2895,P00990,accused
CP01785,F2896,P01638,complainant
CP01786,F2896,P01508,victim
CP01787,F2897,P01672,complainant
CP01788,F2897,P00856,victim
CP01789,F2898,P00898,complainant
CP01790,F2898,P00724,victim
CP01791,F2899,P01029,complainant
CP01792,F2900,P01633,complainant
CP01793,F2900,P00338,victim
CP01794,F2901,P02815,complainant
CP01795,F2901,P01956,victim
CP01796,F2901,P02341,accused
CP01797,F2901,P02699,accused
CP01798,F2902,P02727,complainant
CP01799,F2902,P00912,victim
CP01800,F2902,P02740,accused
CP01801,F2903,P00544,complainant
CP01802,F2903,P02278,victim
CP01803,F2904,P00676,complainant
CP01804,F2904,P02089,victim
CP01805,F2905,P02660,complainant
CP01806,F2905,P02613,victim
CP01807,F2905,P00151,accused
CP01808,F2906,P02522,complainant
CP01809,F2906,P02994,victim
CP01810,F2907,P01209,complainant
CP01811,F2907,P02772,victim
CP01812,F2907,P00934,accused
CP01813,F2907,P02444,accused
CP01814,F2908,P02714,complainant
CP01815,F2908,P00813,victim
CP01816,F2909,P00688,complainant
CP01817,F2909,P01600,victim
CP01818,F2909,P01890,accused
CP01819,F2910,P00394,complainant
CP01820,F2910,P00137,victim
CP01821,F2910,P01239,accused
CP01822,F2911,P02285,complainant
CP01823,F2911,P00810,accused
CP01824,F2912,P02031,complainant
CP01825,F2912,P01700,victim
CP01826,F2913,P01715,complainant
CP01827,F2913,P02354,victim
CP01828,F2913,P01045,accused
CP01829,F2914,P02346,complainant
CP01830,F2914,P01359,victim
CP01831,F2915,P02059,complainant
CP01832,F2915,P01823,victim
CP01833,F2916,P00982,complainant
CP01834,F2916,P02338,victim
CP01835,F2916,P02757,accused
CP01836,F2917,P00460,complainant
CP01837,F2917,P00419,victim
CP01838,F2917,P01593,accused
CP01839,F2918,P01228,complainant
CP01840,F2918,P00241,victim
CP01841,F2919,P00974,complainant
CP01842,F2919,P02788,victim
CP01843,F2919,P01283,accused
CP01844,F2920,P01240,complainant
CP01845,F2920,P02135,victim
CP01846,F2920,P00881,accused
CP01847,F2921,P00686,complainant
CP01848,F2921,P01974,victim
CP01849,F2922,P00225,complainant
CP01850,F2922,P02680,victim
CP01851,F2922,P02449,accused
CP01852,F2923,P02752,complainant
CP01853,F2923,P00912,accused
CP01854,F2924,P02500,complainant
CP01855,F2924,P00836,accused
CP01856,F2925,P00305,complainant
CP01857,F2925,P01145,victim
CP01858,F2925,P00669,accused
CP01859,F2926,P01488,complainant
CP01860,F2926,P01429,victim
CP01861,F2927,P00941,complainant
CP01862,F2927,P02425,accused
CP01863,F2927,P01518,accused
CP01864,F2928,P00498,complainant
CP01865,F2928,P00540,victim
CP01866,F2928,P02911,accused
CP01867,F2928,P02643,accused
CP01868,F2929,P02952,complainant
CP01869,F2930,P02884,complainant
CP01870,F2930,P00442,victim
CP01871,F2930,P01658,accused
CP01872,F2931,P00025,complainant
CP01873,F2931,P01659,victim
CP01874,F2931,P00423,accused
CP01875,F2932,P00419,complainant
CP01876,F2932,P02261,victim
CP01877,F2932,P01119,accused
CP01878,F2933,P02836,complainant
CP01879,F2934,P02535,complainant
CP01880,F2934,P01190,victim
CP01881,F2934,P01861,accused
CP01882,F2935,P02460,complainant
CP01883,F2936,P02812,complainant
CP01884,F2936,P02494,victim
CP01885,F2936,P01590,accused
CP01886,F2937,P02247,complainant
CP01887,F2937,P02586,victim
CP01888,F2937,P02766,accused
CP01889,F2937,P01692,accused
CP01890,F2938,P01491,complainant
CP01891,F2938,P00542,accused
CP01892,F2939,P02537,complainant
CP01893,F2939,P01600,victim
CP01894,F2939,P01854,accused
CP01895,F2939,P00737,accused
CP01896,F2940,P00069,complainant
CP01897,F2940,P02555,victim
CP01898,F2941,P01136,complainant
CP01899,F2941,P00308,accused
CP01900,F2942,P02823,complainant
CP01901,F2943,P02790,complainant
CP01902,F2943,P00617,victim
CP01903,F2943,P00667,accused
CP01904,F2943,P01673,accused
CP01905,F2944,P00523,complainant
CP01906,F2944,P02877,victim
CP01907,F2945,P00479,complainant
CP01908,F2945,P01909,victim
CP01909,F2945,P02784,accused
CP01910,F2945,P02282,accused
CP01911,F2946,P00651,complainant
CP01912,F2946,P01074,victim
CP01913,F2946,P01937,accused
CP01914,F2947,P02962,complainant
CP01915,F2947,P00228,victim
CP01916,F2947,P01284,accused
CP01917,F2948,P01211,complainant
CP01918,F2948,P00337,victim
CP01919,F2949,P01253,complainant
CP01920,F2949,P01890,victim
CP01921,F2950,P01847,complainant
CP01922,F2950,P01771,victim
CP01923,F2950,P01915,accused
CP01924,F2951,P02260,complainant
CP01925,F2951,P02568,victim
CP01926,F2952,P00891,complainant
CP01927,F2952,P00900,victim
CP01928,F2952,P02012,accused
CP01929,F2953,P01799,complainant
CP01930,F2953,P01846,victim
CP01931,F2954,P01684,complainant
CP01932,F2954,P01447,accused
CP01933,F2954,P01648,accused
CP01934,F2955,P02063,complainant
CP01935,F2955,P02201,victim
CP01936,F2956,P01476,complainant
CP01937,F2956,P01765,victim
CP01938,F2956,P02713,accused
CP01939,F2957,P02677,complainant
CP01940,F2958,P00120,complainant
CP01941,F2958,P01916,accused
CP01942,F2959,P02977,complainant
CP01943,F2959,P01433,victim
CP01944,F2959,P02263,accused
CP01945,F2959,P02562,accused
CP01946,F2960,P02824,complainant
CP01947,F2960,P02361,victim
CP01948,F2960,P02003,accused
CP01949,F2961,P01265,complainant
CP01950,F2961,P01053,victim
CP01951,F2961,P00299,accused
CP01952,F2961,P02396,accused
CP01953,F2962,P02490,complainant
CP01954,F2962,P02784,victim
CP01955,F2962,P01664,accused
CP01956,F2963,P01691,complainant
CP01957,F2963,P00641,accused
CP01958,F2964,P01025,complainant
CP01959,F2964,P00076,accused
CP01960,F2965,P02730,complainant
CP01961,F2965,P01852,victim
CP01962,F2966,P02325,complainant
CP01963,F2966,P00649,victim
CP01964,F2966,P01488,accused
CP01965,F2966,P02542,accused
CP01966,F2967,P02791,complainant
CP01967,F2967,P02777,victim
CP01968,F2967,P01911,accused
CP01969,F2968,P02813,complainant
CP01970,F2968,P00258,victim
CP01971,F2969,P02855,complainant
CP01972,F2969,P01683,accused
CP01973,F2969,P01122,accused
CP01974,F2970,P01081,complainant
CP01975,F2970,P02123,victim
CP01976,F2970,P01587,accused
CP01977,F2971,P01036,complainant
CP01978,F2971,P02937,accused
CP01979,F2972,P02504,complainant
CP01980,F2972,P00930,victim
CP01981,F2972,P01060,accused
CP01982,F2973,P02988,complainant
CP01983,F2973,P01651,victim
CP01984,F2973,P00765,accused
CP01985,F2974,P00907,complainant
CP01986,F2974,P00227,victim
CP01987,F2974,P01126,accused
CP01988,F2974,P00358,accused
CP01989,F2975,P02116,complainant
CP01990,F2975,P02184,victim
CP01991,F2975,P02382,accused
CP01992,F2976,P01015,complainant
CP01993,F2976,P00560,victim
CP01994,F2976,P00806,accused
CP01995,F2976,P02337,accused
CP01996,F2977,P00734,complainant
CP01997,F2977,P01787,victim
CP01998,F2978,P00829,complainant
CP01999,F2978,P00967,victim
CP02000,F2978,P00089,accused
CP02001,F2978,P01750,accused
CP02002,F2979,P02811,complainant
CP02003,F2979,P00130,victim
CP02004,F2980,P02787,complainant
CP02005,F2980,P02457,accused
CP02006,F2980,P00747,accused
CP02007,F2981,P02754,complainant
CP02008,F2981,P00849,victim
CP02009,F2981,P01018,accused
CP02010,F2981,P02041,accused
CP02011,F2982,P02627,complainant
CP02012,F2982,P00123,victim
CP02013,F2982,P01095,accused
CP02014,F2983,P01439,complainant
CP02015,F2983,P01773,victim
CP02016,F2983,P01346,accused
CP02017,F2983,P02704,accused
CP02018,F2984,P02270,complainant
CP02019,F2984,P02717,accused
CP02020,F2985,P01095,complainant
CP02021,F2985,P02700,accused
CP02022,F2986,P01402,complainant
CP02023,F2986,P02537,victim
CP02024,F2986,P00222,accused
CP02025,F2987,P00677,complainant
CP02026,F2988,P00738,complainant
CP02027,F2988,P00854,victim
CP02028,F2988,P00106,accused
CP02029,F2988,P00482,accused
CP02030,F2989,P02838,complainant
CP02031,F2989,P00518,accused
CP02032,F2989,P00228,accused
CP02033,F2990,P02115,complainant
CP02034,F2990,P01989,victim
CP02035,F2990,P00838,accused
CP02036,F2991,P00643,complainant
CP02037,F2991,P02780,victim
CP02038,F2992,P01716,complainant
CP02039,F2992,P02155,victim
CP02040,F2992,P00325,accused
CP02041,F2993,P02056,complainant
CP02042,F2993,P00424,victim
CP02043,F2993,P01387,accused
CP02044,F2994,P00973,complainant
CP02045,F2995,P02080,complainant
CP02046,F2995,P00550,victim
CP02047,F2995,P01830,accused
CP02048,F2996,P00482,complainant
CP02049,F2996,P02107,victim
CP02050,F2996,P01182,accused
CP02051,F2997,P01492,complainant
CP02052,F2997,P01165,victim
CP02053,F2997,P01272,accused
CP02054,F2998,P02002,complainant
CP02055,F2998,P01352,victim
CP02056,F2999,P02011,complainant
CP02057,F2999,P01978,victim
CP02058,F3000,P01159,complainant
CP02059,F3001,P02696,complainant
CP02060,F3001,P01699,victim
CP02061,F3001,P00222,accused
CP02062,F3002,P01941,complainant
CP02063,F3002,P01351,victim
CP02064,F3002,P02291,accused
CP02065,F3003,P00994,complainant
CP02066,F3003,P01722,accused
CP02067,F3004,P00839,complainant
CP02068,F3004,P00663,victim
CP02069,F3004,P00199,accused
CP02070,F3005,P02296,complainant
CP02071,F3005,P02125,victim
CP02072,F3006,P01689,complainant
CP02073,F3006,P01771,victim
CP02074,F3006,P01119,accused
CP02075,F3007,P01197,complainant
CP02076,F3007,P00610,victim
CP02077,F3007,P01692,accused
CP02078,F3008,P02668,complainant
CP02079,F3008,P00381,victim
CP02080,F3008,P02252,accused
CP02081,F3009,P01054,complainant
CP02082,F3009,P02498,victim
CP02083,F3010,P00626,complainant
CP02084,F3010,P02390,victim
CP02085,F3010,P02276,accused
CP02086,F3011,P00570,complainant
CP02087,F3011,P00598,victim
CP02088,F3012,P01991,complainant
CP02089,F3012,P01106,victim
CP02090,F3013,P01351,complainant
CP02091,F3013,P01578,victim
CP02092,F3013,P01334,accused
CP02093,F3014,P01382,complainant
CP02094,F3014,P00540,victim
CP02095,F3014,P02610,accused
CP02096,F3014,P01962,accused
CP02097,F3015,P01780,complainant
CP02098,F3015,P01030,victim
CP02099,F3015,P00728,accused
CP02100,F3016,P00380,complainant
CP02101,F3016,P02162,victim
CP02102,F3017,P02564,complainant
CP02103,F3017,P00769,victim
CP02104,F3017,P00762,accused
CP02105,F3017,P02907,accused
CP02106,F3018,P00528,complainant
CP02107,F3018,P02245,victim
CP02108,F3019,P01095,complainant
CP02109,F3019,P02681,victim
CP02110,F3019,P01211,accused
CP02111,F3020,P00392,complainant
CP02112,F3020,P00883,accused
CP02113,F3021,P00165,complainant
CP02114,F3021,P00045,victim
CP02115,F3021,P00628,accused
CP02116,F3022,P01831,complainant
CP02117,F3022,P00635,victim
CP02118,F3023,P01696,complainant
CP02119,F3024,P00236,complainant
CP02120,F3024,P02966,victim
CP02121,F3025,P01570,complainant
CP02122,F3025,P02819,victim
CP02123,F3025,P00739,accused
CP02124,F3026,P00336,complainant
CP02125,F3026,P01938,accused
CP02126,F3027,P01086,complainant
CP02127,F3027,P02165,victim
CP02128,F3027,P02573,accused
CP02129,F3028,P01249,complainant
CP02130,F3028,P00135,victim
CP02131,F3028,P00404,accused
CP02132,F3029,P00793,complainant
CP02133,F3029,P00217,victim
CP02134,F3030,P01105,complainant
CP02135,F3030,P00456,victim
CP02136,F3030,P01397,accused
CP02137,F3031,P01560,complainant
CP02138,F3031,P01860,victim
CP02139,F3032,P01422,complainant
CP02140,F3032,P02416,victim
CP02141,F3033,P02127,complainant
CP02142,F3033,P01056,victim
CP02143,F3033,P00177,accused
CP02144,F3034,P01566,complainant
CP02145,F3035,P02711,complainant
CP02146,F3035,P00528,accused
CP02147,F3036,P02484,complainant
CP02148,F3036,P01786,accused
CP02149,F3037,P00557,complainant
CP02150,F3037,P01664,victim
CP02151,F3037,P02161,accused
CP02152,F3038,P00412,complainant
CP02153,F3038,P01376,victim
CP02154,F3038,P02688,accused
CP02155,F3039,P02306,complainant
CP02156,F3039,P02429,victim
CP02157,F3039,P00612,accused
CP02158,F3040,P01913,complainant
CP02159,F3040,P02960,victim
CP02160,F3040,P02618,accused
CP02161,F3041,P01848,complainant
CP02162,F3041,P01532,victim
CP02163,F3041,P02516,accused
CP02164,F3041,P02552,accused
CP02165,F3042,P01437,complainant
CP02166,F3042,P00148,victim
CP02167,F3042,P02506,accused
CP02168,F3043,P00775,complainant
CP02169,F3043,P00979,victim
CP02170,F3043,P00872,accused
CP02171,F3044,P01956,complainant
CP02172,F3044,P00965,victim
CP02173,F3045,P00764,complainant
CP02174,F3045,P01652,victim
CP02175,F3045,P02722,accused
CP02176,F3046,P02092,complainant
CP02177,F3046,P00034,victim
CP02178,F3046,P02326,accused
CP02179,F3047,P02305,complainant
CP02180,F3047,P01232,victim
CP02181,F3048,P02028,complainant
CP02182,F3048,P02407,victim
CP02183,F3049,P01711,complainant
CP02184,F3049,P02506,victim
CP02185,F3050,P02635,complainant
CP02186,F3051,P00006,complainant
CP02187,F3051,P02149,victim
CP02188,F3051,P02069,accused
CP02189,F3052,P01315,complainant
CP02190,F3052,P01257,victim
CP02191,F3052,P02598,accused
CP02192,F3053,P02815,complainant
CP02193,F3053,P00768,victim
CP02194,F3054,P02552,complainant
CP02195,F3054,P00695,victim
CP02196,F3055,P01395,complainant
CP02197,F3056,P01465,complainant
CP02198,F3056,P00778,victim
CP02199,F3057,P01383,complainant
CP02200,F3057,P02722,victim
CP02201,F3057,P02166,accused
CP02202,F3058,P01395,complainant
CP02203,F3058,P00276,accused
CP02204,F3059,P00244,complainant
CP02205,F3059,P00728,victim
CP02206,F3059,P01246,accused
CP02207,F3060,P00452,complainant
CP02208,F3060,P00345,victim
CP02209,F3061,P00495,complainant
CP02210,F3061,P00126,accused
CP02211,F3062,P01652,complainant
CP02212,F3062,P01218,victim
CP02213,F3062,P02831,accused
CP02214,F3063,P01119,complainant
CP02215,F3063,P02363,victim
CP02216,F3064,P00420,complainant
CP02217,F3064,P02186,victim
CP02218,F3064,P00966,accused
CP02219,F3065,P00995,complainant
CP02220,F3066,P00552,complainant
CP02221,F3066,P02998,victim
CP02222,F3067,P02045,complainant
CP02223,F3067,P00550,victim
CP02224,F3068,P02758,complainant
CP02225,F3068,P02928,accused
CP02226,F3069,P02730,complainant
CP02227,F3069,P00850,accused
CP02228,F3070,P02095,complainant
CP02229,F3070,P01562,victim
CP02230,F3070,P02747,accused
CP02231,F3071,P02666,complainant
CP02232,F3072,P02430,complainant
CP02233,F3072,P00332,victim
CP02234,F3072,P01306,accused
CP02235,F3073,P02497,complainant
CP02236,F3073,P01637,victim
CP02237,F3074,P01469,complainant
CP02238,F3074,P01054,victim
CP02239,F3074,P01471,accused
CP02240,F3075,P01205,complainant
CP02241,F3075,P01694,victim
CP02242,F3076,P01757,complainant
CP02243,F3076,P01457,victim
CP02244,F3076,P00041,accused
CP02245,F3077,P01995,complainant
CP02246,F3077,P01910,accused
CP02247,F3078,P02156,complainant
CP02248,F3078,P02336,accused
CP02249,F3079,P02382,complainant
CP02250,F3079,P02040,victim
CP02251,F3079,P00891,accused
CP02252,F3079,P00289,accused
CP02253,F3080,P02382,complainant
CP02254,F3080,P00108,accused
CP02255,F3081,P00278,complainant
CP02256,F3081,P01248,victim
CP02257,F3082,P02591,complainant
CP02258,F3082,P00264,victim
CP02259,F3083,P00840,complainant
CP02260,F3083,P00532,victim
CP02261,F3084,P01501,complainant
CP02262,F3084,P01865,victim
CP02263,F3084,P00546,accused
CP02264,F3085,P02912,complainant
CP02265,F3085,P02458,victim
CP02266,F3085,P02291,accused
CP02267,F3085,P02385,accused
CP02268,F3086,P00314,complainant
CP02269,F3086,P00873,victim
CP02270,F3086,P00345,accused
CP02271,F3087,P00479,complainant
CP02272,F3087,P01307,victim
CP02273,F3088,P02371,complainant
CP02274,F3088,P01277,victim
CP02275,F3088,P00165,accused
CP02276,F3089,P00136,complainant
CP02277,F3089,P01143,victim
CP02278,F3089,P02462,accused
CP02279,F3090,P00224,complainant
CP02280,F3090,P02601,victim
CP02281,F3091,P02760,complainant
CP02282,F3091,P01157,victim
CP02283,F3091,P00148,accused
CP02284,F3091,P01844,accused
CP02285,F3092,P00675,complainant
CP02286,F3092,P02990,victim
CP02287,F3093,P00279,complainant
CP02288,F3093,P01209,accused
CP02289,F3094,P02261,complainant
CP02290,F3094,P01981,victim
CP02291,F3095,P00471,complainant
CP02292,F3095,P02057,accused
CP02293,F3095,P01898,accused
CP02294,F3096,P01001,complainant
CP02295,F3096,P01541,victim
CP02296,F3096,P02172,accused
CP02297,F3097,P01901,complainant
CP02298,F3097,P02437,victim
CP02299,F3097,P02049,accused
CP02300,F3097,P02417,accused
CP02301,F3098,P01745,complainant
CP02302,F3098,P01182,victim
CP02303,F3099,P00992,complainant
CP02304,F3099,P00811,accused
CP02305,F3100,P00635,complainant
CP02306,F3100,P00300,victim
CP02307,F3100,P01057,accused
CP02308,F3101,P00136,complainant
CP02309,F3101,P00527,victim
CP02310,F3102,P01739,complainant
CP02311,F3102,P01677,victim
CP02312,F3103,P01350,complainant
CP02313,F3103,P01797,victim
CP02314,F3103,P01298,accused
CP02315,F3104,P01274,complainant
CP02316,F3105,P02642,complainant
CP02317,F3105,P02122,victim
CP02318,F3106,P01149,complainant
CP02319,F3106,P01939,victim
CP02320,F3106,P01977,accused
CP02321,F3107,P02328,complainant
CP02322,F3107,P02094,victim
CP02323,F3107,P01599,accused
CP02324,F3107,P01220,accused
CP02325,F3108,P02304,complainant
CP02326,F3108,P02669,victim
CP02327,F3108,P02676,accused
CP02328,F3108,P01556,accused
CP02329,F3109,P00179,complainant
CP02330,F3109,P01779,victim
CP02331,F3110,P02738,complainant
CP02332,F3110,P02895,accused
CP02333,F3111,P02395,complainant
CP02334,F3111,P02761,victim
CP02335,F3111,P02083,accused
CP02336,F3112,P02046,complainant
CP02337,F3112,P01084,victim
CP02338,F3112,P02974,accused
CP02339,F3113,P00448,complainant
CP02340,F3113,P01180,victim
CP02341,F3113,P02699,accused
CP02342,F3114,P01615,complainant
CP02343,F3114,P01949,accused
CP02344,F3114,P01588,accused
CP02345,F3115,P00948,complainant
CP02346,F3115,P00503,victim
CP02347,F3115,P01435,accused
CP02348,F3115,P00027,accused
CP02349,F3116,P02155,complainant
CP02350,F3116,P01812,accused
CP02351,F3116,P01721,accused
CP02352,F3117,P01872,complainant
CP02353,F3117,P00546,victim
CP02354,F3117,P02131,accused
CP02355,F3118,P00677,complainant
CP02356,F3118,P00794,victim
CP02357,F3118,P02567,accused
CP02358,F3118,P01030,accused
CP02359,F3119,P01019,complainant
CP02360,F3119,P00108,victim
CP02361,F3120,P00933,complainant
CP02362,F3120,P00534,victim
CP02363,F3120,P00790,accused
CP02364,F3121,P02485,complainant
CP02365,F3121,P02854,victim
CP02366,F3122,P02394,complainant
CP02367,F3122,P01423,accused
CP02368,F3122,P00738,accused
CP02369,F3123,P02544,complainant
CP02370,F3123,P00686,victim
CP02371,F3124,P01146,complainant
CP02372,F3124,P00906,victim
CP02373,F3124,P00193,accused
CP02374,F3124,P01818,accused
CP02375,F3125,P02408,complainant
CP02376,F3125,P00398,victim
CP02377,F3126,P02213,complainant
CP02378,F3127,P01069,complainant
CP02379,F3127,P01212,victim
CP02380,F3127,P00825,accused
CP02381,F3128,P01719,complainant
CP02382,F3128,P02853,victim
CP02383,F3128,P01475,accused
CP02384,F3128,P02183,accused
CP02385,F3129,P01834,complainant
CP02386,F3129,P02676,victim
CP02387,F3129,P02204,accused
CP02388,F3130,P02769,complainant
CP02389,F3130,P02137,victim
CP02390,F3130,P01060,accused
CP02391,F3130,P01012,accused
CP02392,F3131,P02085,complainant
CP02393,F3132,P01403,complainant
CP02394,F3132,P00483,victim
CP02395,F3133,P01430,complainant
CP02396,F3133,P00472,victim
CP02397,F3134,P00872,complainant
CP02398,F3134,P02482,victim
CP02399,F3135,P02196,complainant
CP02400,F3135,P02784,victim
CP02401,F3135,P01818,accused
CP02402,F3136,P00982,complainant
CP02403,F3136,P01824,victim
CP02404,F3137,P01563,complainant
CP02405,F3137,P02878,victim
CP02406,F3137,P00764,accused
CP02407,F3138,P00612,complainant
CP02408,F3138,P02209,victim
CP02409,F3138,P01260,accused
CP02410,F3139,P02811,complainant
CP02411,F3139,P00337,victim
CP02412,F3139,P00559,accused
CP02413,F3140,P02711,complainant
CP02414,F3140,P01186,victim
CP02415,F3140,P02095,accused
CP02416,F3141,P00029,complainant
CP02417,F3141,P01711,victim
CP02418,F3141,P00945,accused
CP02419,F3142,P01637,complainant
CP02420,F3142,P02948,accused
CP02421,F3143,P02625,complainant
CP02422,F3143,P01785,victim
CP02423,F3144,P01998,complainant
CP02424,F3144,P01226,accused
CP02425,F3145,P02197,complainant
CP02426,F3145,P02783,victim
CP02427,F3146,P00665,complainant
CP02428,F3147,P01449,complainant
CP02429,F3147,P02179,victim
CP02430,F3148,P01037,complainant
CP02431,F3148,P02898,victim
CP02432,F3148,P00865,accused
CP02433,F3148,P01300,accused
CP02434,F3149,P01014,complainant
CP02435,F3149,P00833,victim
CP02436,F3149,P02223,accused
CP02437,F3150,P02796,complainant
CP02438,F3150,P00189,victim
CP02439,F3150,P02458,accused
CP02440,F3151,P00803,complainant
CP02441,F3151,P02802,victim
CP02442,F3151,P01164,accused
CP02443,F3151,P00563,accused
CP02444,F3152,P00017,complainant
CP02445,F3152,P02026,victim
CP02446,F3152,P02486,accused
CP02447,F3153,P00527,complainant
CP02448,F3153,P01497,victim
CP02449,F3153,P02344,accused
CP02450,F3154,P00890,complainant
CP02451,F3154,P00966,victim
CP02452,F3154,P02778,accused
CP02453,F3155,P00220,complainant
CP02454,F3155,P01286,victim
CP02455,F3156,P01420,complainant
CP02456,F3156,P01147,victim
CP02457,F3157,P00829,complainant
CP02458,F3157,P02539,victim
CP02459,F3158,P02006,complainant
CP02460,F3158,P01406,victim
CP02461,F3159,P00737,complainant
CP02462,F3159,P00434,accused
CP02463,F3160,P00283,complainant
CP02464,F3160,P02629,victim
CP02465,F3161,P01354,complainant
CP02466,F3161,P01180,victim
CP02467,F3161,P01939,accused
CP02468,F3162,P02855,complainant
CP02469,F3162,P01291,victim
CP02470,F3162,P00359,accused
CP02471,F3163,P02757,complainant
CP02472,F3163,P00364,victim
CP02473,F3164,P01714,complainant
CP02474,F3164,P01036,victim
CP02475,F3165,P01308,complainant
CP02476,F3165,P02084,victim
CP02477,F3166,P00894,complainant
CP02478,F3166,P00179,victim
CP02479,F3166,P00246,accused
CP02480,F3167,P01693,complainant
CP02481,F3167,P00679,victim
CP02482,F3167,P01266,accused
CP02483,F3168,P02745,complainant
CP02484,F3168,P02165,victim
CP02485,F3169,P02109,complainant
CP02486,F3169,P02987,victim
CP02487,F3169,P02047,accused
CP02488,F3170,P00937,complainant
CP02489,F3170,P01834,victim
CP02490,F3170,P00629,accused
CP02491,F3171,P01387,complainant
CP02492,F3171,P02408,victim
CP02493,F3171,P02951,accused
CP02494,F3172,P00190,complainant
CP02495,F3172,P00904,victim
CP02496,F3172,P00636,accused
CP02497,F3173,P02760,complainant
CP02498,F3173,P01252,victim
CP02499,F3173,P00546,accused
CP02500,F3174,P02701,complainant
CP02501,F3175,P01265,complainant
CP02502,F3175,P00910,victim
CP02503,F3175,P02803,accused
CP02504,F3176,P02169,complainant
CP02505,F3176,P02373,victim
CP02506,F3177,P00651,complainant
CP02507,F3177,P02589,victim
CP02508,F3177,P02941,accused
CP02509,F3177,P01692,accused
CP02510,F3178,P01030,complainant
CP02511,F3178,P01705,accused
CP02512,F3178,P01630,accused
CP02513,F3179,P02130,complainant
CP02514,F3179,P01929,victim
CP02515,F3179,P02524,accused
CP02516,F3179,P00694,accused
CP02517,F3180,P00356,complainant
CP02518,F3180,P01228,victim
CP02519,F3181,P01724,complainant
CP02520,F3181,P00554,victim
CP02521,F3181,P00834,accused
CP02522,F3182,P02053,complainant
CP02523,F3182,P00739,victim
CP02524,F3183,P02781,complainant
CP02525,F3183,P00020,victim
CP02526,F3183,P00727,accused
CP02527,F3184,P01004,complainant
CP02528,F3184,P01870,victim
CP02529,F3184,P01312,accused
CP02530,F3185,P01897,complainant
CP02531,F3185,P01404,victim
CP02532,F3185,P00871,accused
CP02533,F3186,P01281,complainant
CP02534,F3186,P02019,victim
CP02535,F3187,P01043,complainant
CP02536,F3187,P02553,victim
CP02537,F3188,P02791,complainant
CP02538,F3188,P01535,victim
CP02539,F3188,P02909,accused
CP02540,F3188,P00880,accused
CP02541,F3189,P00362,complainant
CP02542,F3189,P00405,victim
CP02543,F3189,P02311,accused
CP02544,F3190,P00463,complainant
CP02545,F3190,P01919,accused
CP02546,F3190,P02200,accused
CP02547,F3191,P00958,complainant
CP02548,F3191,P00699,victim
CP02549,F3192,P02492,complainant
CP02550,F3192,P00305,victim
CP02551,F3193,P00954,complainant
CP02552,F3193,P02066,victim
CP02553,F3194,P00166,complainant
CP02554,F3194,P02089,victim
CP02555,F3195,P00106,complainant
CP02556,F3195,P02825,victim
CP02557,F3195,P00968,accused
CP02558,F3196,P02444,complainant
